GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017
"G3901190","2010","2","3","Ohio","39","Muskingum County","119",,,,,,,,,,,,,,"49780","99999","999",,,,,,,,,,,,,,"Muskingum County",,86074,85424,79600,3214,169,285,14,131,2011,650,420,42,18,2,1,68,99
"G3901210","2010","2","3","Ohio","39","Noble County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Noble County",,14645,14593,14036,368,42,20,3,14,110,52,36,0,0,0,0,11,5
"G3901230","2010","2","3","Ohio","39","Ottawa County","123",,,,,,,,,,,,,,"45780","99999","534",,,,,,,,,,,,,,"Ottawa County",,41428,39673,38780,302,57,114,7,16,397,1755,1188,22,10,2,0,375,158
"G3901250","2010","2","3","Ohio","39","Paulding County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Paulding County",,19614,18776,18348,158,51,38,2,5,174,838,419,15,14,0,0,251,139
"G3901270","2010","2","3","Ohio","39","Perry County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Perry County",,36058,35863,35170,92,86,37,6,14,458,195,120,1,1,0,1,38,34
"G3901290","2010","2","3","Ohio","39","Pickaway County","129",,,,,,,,,,,,,,"18140","99999","198",,,,,,,,,,,,,,"Pickaway County",,55698,55110,52259,1876,96,206,11,43,619,588,396,5,12,6,0,113,56
"G3901310","2010","2","3","Ohio","39","Pike County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pike County",,28709,28502,27610,251,138,55,3,14,431,207,119,7,12,0,1,30,38
"G3901330","2010","2","3","Ohio","39","Portage County","133",,,,,,,,,,,,,,"10420","99999","184",,,,,,,,,,,,,,"Portage County",,161419,159346,147527,6611,274,2283,33,145,2473,2073,1409,76,22,22,7,268,269
"G3901350","2010","2","3","Ohio","39","Preble County","135",,,,,,,,,,,,,,"19380","99999","212",,,,,,,,,,,,,,"Preble County",,42270,42016,41088,177,82,170,2,39,458,254,154,3,10,0,0,50,37
"G3901370","2010","2","3","Ohio","39","Putnam County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Putnam County",,34499,32609,32246,79,46,78,3,4,153,1890,766,15,28,3,1,917,160
"G3901390","2010","2","3","Ohio","39","Richland County","139",,,,,,,,,,,,,,"31900","99999","360",,,,,,,,,,,,,,"Richland County",,124475,122743,107726,11612,218,800,32,153,2202,1732,1144,97,22,8,5,286,170
"G3901410","2010","2","3","Ohio","39","Ross County","141",,,,,,,,,,,,,,"17060","99999","198",,,,,,,,,,,,,,"Ross County",,78064,77316,70378,4804,212,295,7,106,1514,748,457,36,20,5,2,110,118
"G3901430","2010","2","3","Ohio","39","Sandusky County","143",,,,,,,,,,,,,,"23380","99999","534",,,,,,,,,,,,,,"Sandusky County",,60944,55509,52527,1624,96,185,7,59,1011,5435,3052,88,36,4,0,1671,584
"G3901450","2010","2","3","Ohio","39","Scioto County","145",,,,,,,,,,,,,,"39020","99999","999",,,,,,,,,,,,,,"Scioto County",,79499,78611,74531,2107,395,248,10,59,1261,888,514,22,39,2,0,206,105
"G3901470","2010","2","3","Ohio","39","Seneca County","147",,,,,,,,,,,,,,"45660","99999","248",,,,,,,,,,,,,,"Seneca County",,56745,54221,51739,1227,84,321,6,51,793,2524,1444,78,25,3,4,696,274
"G3901490","2010","2","3","Ohio","39","Shelby County","149",,,,,,,,,,,,,,"43380","99999","999",,,,,,,,,,,,,,"Shelby County",,49423,48762,46423,928,76,421,48,45,821,661,370,7,2,2,0,183,97
"G3901510","2010","2","3","Ohio","39","Stark County","151",,,,,,,,,,,,,,"15940","99999","999",,,,,,,,,,,,,,"Stark County",,375586,369621,329497,28272,808,2736,63,558,7687,5965,3694,265,153,28,22,1162,641
"G3901530","2010","2","3","Ohio","39","Summit County","153",,,,,,,,,,,,,,"10420","99999","184",,,,,,,,,,,,,,"Summit County",,541781,533121,431624,77373,901,11841,118,755,10509,8660,4863,747,114,44,15,1847,1030
"G3901550","2010","2","3","Ohio","39","Trumbull County","155",,,,,,,,,,,,,,"49660","99999","566",,,,,,,,,,,,,,"Trumbull County",,210312,207511,185388,17200,326,979,36,216,3366,2801,1725,217,34,5,5,455,360
"G3901570","2010","2","3","Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,"35420","99999","999",,,,,,,,,,,,,,"Tuscarawas County",,92582,90815,88614,696,133,286,72,40,974,1767,779,23,99,3,103,600,160
"G3901590","2010","2","3","Ohio","39","Union County","159",,,,,,,,,,,,,,"18140","99999","198",,,,,,,,,,,,,,"Union County",,52300,51639,48169,1202,110,1419,16,45,678,661,418,29,9,9,3,129,64
"G3901610","2010","2","3","Ohio","39","Van Wert County","161",,,,,,,,,,,,,,"46780","99999","338",,,,,,,,,,,,,,"Van Wert County",,28744,28004,27351,237,36,65,2,13,300,740,411,13,6,1,1,210,98
"G3901630","2010","2","3","Ohio","39","Vinton County","163",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Vinton County",,13435,13364,13103,37,46,23,1,4,150,71,54,2,4,0,0,8,3
"G3901650","2010","2","3","Ohio","39","Warren County","165",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Warren County",,212693,207909,189305,6838,289,8261,93,272,2851,4784,3126,102,52,23,6,1142,333
"G3901670","2010","2","3","Ohio","39","Washington County","167",,,,,,,,,,,,,,"37620","99999","999",,,,,,,,,,,,,,"Washington County",,61778,61317,59281,657,128,341,9,48,853,461,318,7,7,0,5,75,49
"G3901690","2010","2","3","Ohio","39","Wayne County","169",,,,,,,,,,,,,,"49300","99999","999",,,,,,,,,,,,,,"Wayne County",,114520,112720,108450,1689,152,864,22,106,1437,1800,1093,23,31,10,4,461,178
"G3901710","2010","2","3","Ohio","39","Williams County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Williams County",,37642,36252,35283,358,65,212,7,14,313,1390,834,5,20,2,0,394,135
"G3901730","2010","2","3","Ohio","39","Wood County","173",,,,,,,,,,,,,,"45780","99999","534",,,,,,,,,,,,,,"Wood County",,125488,119825,113021,2906,232,1924,30,104,1608,5663,3401,116,54,19,7,1495,571
"G3901750","2010","2","3","Ohio","39","Wyandot County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wyandot County",,22615,22111,21727,42,27,133,4,4,174,504,197,2,10,1,0,236,58
"G4000010","2010","3","7","Oklahoma","40","Adair County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Adair County",,22683,21486,9558,53,9528,129,1,7,2210,1197,199,2,295,1,0,525,175
"G4000030","2010","3","7","Oklahoma","40","Alfalfa County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alfalfa County",,5642,5418,4923,224,151,11,0,1,108,224,119,5,11,3,0,74,12
"G4000050","2010","3","7","Oklahoma","40","Atoka County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Atoka County",,14182,13773,10318,527,1902,55,7,7,957,409,142,2,62,0,0,151,52
"G4000070","2010","3","7","Oklahoma","40","Beaver County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Beaver County",,5636,4501,4313,31,55,7,0,6,89,1135,351,13,6,0,0,680,85
"G4000090","2010","3","7","Oklahoma","40","Beckham County","009",,,,,,,,,,,,,,"21120","99999","999",,,,,,,,,,,,,,"Beckham County",,22119,19500,17459,842,565,173,2,21,438,2619,1346,34,50,5,0,996,188
"G4000110","2010","3","7","Oklahoma","40","Blaine County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Blaine County",,11943,9070,7512,298,900,21,2,2,335,2873,2006,15,50,5,1,679,117
"G4000130","2010","3","7","Oklahoma","40","Bryan County","013",,,,,,,,,,,,,,"20460","99999","999",,,,,,,,,,,,,,"Bryan County",,42416,40309,31294,640,5366,214,11,18,2766,2107,1022,12,126,3,0,714,230
"G4000150","2010","3","7","Oklahoma","40","Caddo County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Caddo County",,29600,26605,17618,804,6621,72,10,12,1468,2995,1050,16,641,0,4,965,319
"G4000170","2010","3","7","Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,"36420","99999","416",,,,,,,,,,,,,,"Canadian County",,115541,107747,92120,2820,5240,3459,59,82,3967,7794,3938,113,309,24,11,2614,785
"G4000190","2010","3","7","Oklahoma","40","Carter County","019",,,,,,,,,,,,,,"11620","99999","999",,,,,,,,,,,,,,"Carter County",,47557,45029,34498,3134,4080,502,8,19,2788,2528,882,74,169,4,1,1047,351
"G4000210","2010","3","7","Oklahoma","40","Cherokee County","021",,,,,,,,,,,,,,"45140","99999","999",,,,,,,,,,,,,,"Cherokee County",,46987,44035,23591,582,15572,250,14,15,4011,2952,976,16,415,22,2,1233,288
"G4000230","2010","3","7","Oklahoma","40","Choctaw County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Choctaw County",,15205,14778,9693,1654,2447,38,0,2,944,427,173,4,57,3,0,124,66
"G4000250","2010","3","7","Oklahoma","40","Cimarron County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cimarron County",,2475,1961,1894,6,19,7,0,1,34,514,203,0,0,1,0,299,11
"G4000270","2010","3","7","Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,"36420","99999","416",,,,,,,,,,,,,,"Cleveland County",,255755,237863,193549,10572,11375,9626,166,259,12316,17892,9262,276,603,72,22,5715,1942
"G4000290","2010","3","7","Oklahoma","40","Coal County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Coal County",,5925,5773,4329,25,964,10,0,1,444,152,73,4,26,0,0,31,18
"G4000310","2010","3","7","Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,"30020","99999","999",,,,,,,,,,,,,,"Comanche County",,124098,110202,73122,20794,6597,2663,635,149,6242,13896,6874,875,669,114,51,3522,1791
"G4000330","2010","3","7","Oklahoma","40","Cotton County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cotton County",,6193,5849,4905,126,504,12,11,1,290,344,130,2,47,1,2,114,48
"G4000350","2010","3","7","Oklahoma","40","Craig County","035",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Craig County",,15029,14659,9852,440,3010,105,16,4,1232,370,165,9,51,0,1,104,40
"G4000370","2010","3","7","Oklahoma","40","Creek County","037",,,,,,,,,,,,,,"46140","99999","538",,,,,,,,,,,,,,"Creek County",,69967,67815,54821,1528,6834,230,43,38,4321,2152,943,16,167,0,2,696,328
"G4000390","2010","3","7","Oklahoma","40","Custer County","039",,,,,,,,,,,,,,"48220","99999","999",,,,,,,,,,,,,,"Custer County",,27469,23639,20169,794,1642,276,7,17,734,3830,1287,37,100,1,5,2064,336
"G4000410","2010","3","7","Oklahoma","40","Delaware County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Delaware County",,41487,40239,27328,83,9145,514,30,13,3126,1248,483,9,132,5,0,437,182
"G4000430","2010","3","7","Oklahoma","40","Dewey County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dewey County",,4810,4579,4136,16,261,33,0,1,132,231,149,0,16,0,0,46,20
"G4000450","2010","3","7","Oklahoma","40","Ellis County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ellis County",,4151,3900,3759,11,67,8,0,7,48,251,161,0,0,0,0,70,20
"G4000470","2010","3","7","Oklahoma","40","Garfield County","047",,,,,,,,,,,,,,"21420","99999","999",,,,,,,,,,,,,,"Garfield County",,60580,55227,48744,1765,1280,577,1094,62,1705,5353,2063,46,97,11,7,2698,431
"G4000490","2010","3","7","Oklahoma","40","Garvin County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Garvin County",,27576,25863,21791,690,2091,102,6,3,1180,1713,671,15,65,1,1,775,185
"G4000510","2010","3","7","Oklahoma","40","Grady County","051",,,,,,,,,,,,,,"36420","99999","416",,,,,,,,,,,,,,"Grady County",,52431,50026,43853,1239,2675,192,33,23,2011,2405,1141,29,166,4,3,769,293
"G4000530","2010","3","7","Oklahoma","40","Grant County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grant County",,4527,4369,4142,35,84,9,1,1,97,158,68,0,1,0,0,76,13
"G4000550","2010","3","7","Oklahoma","40","Greer County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Greer County",,6239,5630,4894,438,152,10,6,2,128,609,287,3,15,1,0,210,93
"G4000570","2010","3","7","Oklahoma","40","Harmon County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harmon County",,2922,2166,1839,197,39,12,0,0,79,756,299,13,0,0,0,402,42
"G4000590","2010","3","7","Oklahoma","40","Harper County","059",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harper County",,3685,3040,2957,2,27,6,1,0,47,645,262,1,1,0,0,344,37
"G4000610","2010","3","7","Oklahoma","40","Haskell County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Haskell County",,12769,12343,9362,51,1994,68,2,4,862,426,198,5,35,0,0,151,37
"G4000630","2010","3","7","Oklahoma","40","Hughes County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hughes County",,14003,13473,9351,739,2489,27,6,8,853,530,192,3,60,1,0,193,81
"G4000650","2010","3","7","Oklahoma","40","Jackson County","065",,,,,,,,,,,,,,"11060","99999","999",,,,,,,,,,,,,,"Jackson County",,26446,20908,17403,1918,407,303,52,38,787,5538,1852,67,72,9,4,3037,497
"G4000670","2010","3","7","Oklahoma","40","Jefferson County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jefferson County",,6472,5920,5216,41,376,22,0,3,262,552,245,1,24,0,0,242,40
"G4000690","2010","3","7","Oklahoma","40","Johnston County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Johnston County",,10957,10534,7854,209,1636,27,1,5,802,423,161,3,66,0,0,124,69
"G4000710","2010","3","7","Oklahoma","40","Kay County","071",,,,,,,,,,,,,,"38620","99999","999",,,,,,,,,,,,,,"Kay County",,46562,43570,36113,910,4276,233,7,20,2011,2992,1219,52,210,2,9,1170,330
"G4000730","2010","3","7","Oklahoma","40","Kingfisher County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kingfisher County",,15034,13012,12030,157,445,38,0,5,337,2022,677,13,20,4,0,1171,137
"G4000750","2010","3","7","Oklahoma","40","Kiowa County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kiowa County",,9446,8614,7302,390,584,29,2,6,301,832,271,11,38,1,1,391,119
"G4000770","2010","3","7","Oklahoma","40","Latimer County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Latimer County",,11154,10861,7718,80,2215,31,1,2,814,293,107,3,64,0,0,69,50
"G4000790","2010","3","7","Oklahoma","40","Le Flore County","079",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Le Flore County",,50384,46930,36842,1016,6070,258,21,14,2709,3454,985,18,110,7,3,2021,310
"G4000810","2010","3","7","Oklahoma","40","Lincoln County","081",,,,,,,,,,,,,,"36420","99999","416",,,,,,,,,,,,,,"Lincoln County",,34273,33435,28985,608,2170,64,12,8,1588,838,441,7,48,1,0,195,146
"G4000830","2010","3","7","Oklahoma","40","Logan County","083",,,,,,,,,,,,,,"36420","99999","416",,,,,,,,,,,,,,"Logan County",,41848,39678,32864,3752,1333,189,19,28,1493,2170,1022,52,47,6,1,811,231
"G4000850","2010","3","7","Oklahoma","40","Love County","085",,,,,,,,,,,,,,"11620","99999","999",,,,,,,,,,,,,,"Love County",,9423,8310,7186,163,561,45,0,1,354,1113,240,5,25,0,0,735,108
"G4000870","2010","3","7","Oklahoma","40","McClain County","087",,,,,,,,,,,,,,"36420","99999","416",,,,,,,,,,,,,,"McClain County",,34506,32106,27942,229,2142,127,6,9,1651,2400,1226,10,76,0,3,920,165
"G4000890","2010","3","7","Oklahoma","40","McCurtain County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McCurtain County",,33151,31599,21829,2872,4868,112,3,15,1900,1552,430,22,149,0,1,792,158
"G4000910","2010","3","7","Oklahoma","40","McIntosh County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McIntosh County",,20252,19862,14053,642,3704,68,7,3,1385,390,185,5,52,0,0,84,64
"G4000930","2010","3","7","Oklahoma","40","Major County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Major County",,7527,6962,6629,32,130,25,3,1,142,565,217,1,19,1,0,280,47
"G4000950","2010","3","7","Oklahoma","40","Marshall County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marshall County",,15840,13628,11050,227,1492,29,1,2,827,2212,640,18,41,0,0,1389,124
"G4000970","2010","3","7","Oklahoma","40","Mayes County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mayes County",,41259,40162,27590,161,8678,144,14,14,3561,1097,454,8,145,3,2,313,172
"G4000990","2010","3","7","Oklahoma","40","Murray County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Murray County",,13488,12826,10241,176,1570,47,3,6,783,662,274,2,68,1,5,256,56
"G4001010","2010","3","7","Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,"34780","99999","999",,,,,,,,,,,,,,"Muskogee County",,70990,67302,41362,7960,12137,381,20,24,5418,3688,1105,70,266,15,4,1805,423
"G4001030","2010","3","7","Oklahoma","40","Noble County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Noble County",,11561,11261,9626,202,948,45,7,3,430,300,114,2,36,0,0,101,47
"G4001050","2010","3","7","Oklahoma","40","Nowata County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Nowata County",,10536,10296,7148,202,1987,7,3,3,946,240,119,6,29,0,0,51,35
"G4001070","2010","3","7","Oklahoma","40","Okfuskee County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Okfuskee County",,12191,11835,7699,1001,2358,18,15,3,741,356,149,8,43,2,0,97,57
"G4001090","2010","3","7","Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,"36420","99999","416",,,,,,,,,,,,,,"Oklahoma County",,718633,610090,425791,108954,22527,21151,639,856,30172,108543,38596,1936,2592,303,141,57090,7885
"G4001110","2010","3","7","Oklahoma","40","Okmulgee County","111",,,,,,,,,,,,,,"46140","99999","538",,,,,,,,,,,,,,"Okmulgee County",,40069,38776,25803,3459,6358,126,6,22,3002,1293,563,42,168,5,0,299,216
"G4001130","2010","3","7","Oklahoma","40","Osage County","113",,,,,,,,,,,,,,"46140","99999","538",,,,,,,,,,,,,,"Osage County",,47472,46106,30709,5355,6704,118,11,14,3195,1366,618,46,154,15,0,349,184
"G4001150","2010","3","7","Oklahoma","40","Ottawa County","115",,,,,,,,,,,,,,"33060","99999","999",,,,,,,,,,,,,,"Ottawa County",,31848,30349,21454,234,5893,158,297,30,2283,1499,515,11,114,0,2,726,131
"G4001170","2010","3","7","Oklahoma","40","Pawnee County","117",,,,,,,,,,,,,,"46140","99999","538",,,,,,,,,,,,,,"Pawnee County",,16577,16241,13216,116,1908,42,6,10,943,336,147,2,18,6,0,86,77
"G4001190","2010","3","7","Oklahoma","40","Payne County","119",,,,,,,,,,,,,,"44660","99999","999",,,,,,,,,,,,,,"Payne County",,77350,74360,61655,2757,3494,2679,34,71,3670,2990,1698,57,136,9,3,747,340
"G4001210","2010","3","7","Oklahoma","40","Pittsburg County","121",,,,,,,,,,,,,,"32540","99999","999",,,,,,,,,,,,,,"Pittsburg County",,45837,44051,32959,1497,6148,185,19,13,3230,1786,786,28,162,4,1,564,241
"G4001230","2010","3","7","Oklahoma","40","Pontotoc County","123",,,,,,,,,,,,,,"10220","99999","999",,,,,,,,,,,,,,"Pontotoc County",,37492,35969,25973,879,6331,244,17,12,2513,1523,714,23,181,0,0,413,192
"G4001250","2010","3","7","Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,"43060","99999","416",,,,,,,,,,,,,,"Pottawatomie County",,69442,66564,51642,1969,8538,373,40,53,3949,2878,1327,45,423,12,4,629,438
"G4001270","2010","3","7","Oklahoma","40","Pushmataha County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pushmataha County",,11572,11292,8550,74,2017,25,3,1,622,280,125,3,20,0,2,94,36
"G4001290","2010","3","7","Oklahoma","40","Roger Mills County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Roger Mills County",,3647,3482,3184,13,199,11,1,1,73,165,92,0,14,0,0,47,12
"G4001310","2010","3","7","Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,"46140","99999","538",,,,,,,,,,,,,,"Rogers County",,86905,83676,64030,819,11191,914,49,43,6630,3229,1385,46,191,18,4,1169,416
"G4001330","2010","3","7","Oklahoma","40","Seminole County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Seminole County",,25482,24579,17133,1152,4500,65,16,22,1691,903,317,15,138,3,2,293,135
"G4001350","2010","3","7","Oklahoma","40","Sequoyah County","135",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Sequoyah County",,42391,40953,27634,718,8657,199,9,16,3720,1438,570,17,159,7,11,461,213
"G4001370","2010","3","7","Oklahoma","40","Stephens County","137",,,,,,,,,,,,,,"20340","99999","999",,,,,,,,,,,,,,"Stephens County",,45048,42258,37173,841,2182,210,13,10,1829,2790,1155,29,104,11,1,1159,331
"G4001390","2010","3","7","Oklahoma","40","Texas County","139",,,,,,,,,,,,,,"25100","99999","999",,,,,,,,,,,,,,"Texas County",,20640,11981,10889,294,183,318,9,29,259,8659,4728,42,86,7,25,3450,321
"G4001410","2010","3","7","Oklahoma","40","Tillman County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tillman County",,7992,6209,5165,567,243,21,2,13,198,1783,711,46,31,0,2,863,130
"G4001430","2010","3","7","Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,"46140","99999","538",,,,,,,,,,,,,,"Tulsa County",,603403,536821,393401,63737,34615,13892,383,628,30165,66582,24012,1042,1777,174,46,34627,4904
"G4001450","2010","3","7","Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,"46140","99999","538",,,,,,,,,,,,,,"Wagoner County",,73085,69597,53648,2669,7119,995,25,54,5087,3488,1692,51,184,11,2,1235,313
"G4001470","2010","3","7","Oklahoma","40","Washington County","147",,,,,,,,,,,,,,"12780","99999","538",,,,,,,,,,,,,,"Washington County",,50976,48420,38691,1194,5119,552,16,30,2818,2556,1238,37,128,2,0,861,290
"G4001490","2010","3","7","Oklahoma","40","Washita County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washita County",,11629,10685,9989,71,320,24,2,3,276,944,274,9,33,1,0,413,214
"G4001510","2010","3","7","Oklahoma","40","Woods County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Woods County",,8878,8454,7684,286,202,77,4,4,197,424,166,4,11,0,0,199,44
"G4001530","2010","3","7","Oklahoma","40","Woodward County","153",,,,,,,,,,,,,,"49260","99999","999",,,,,,,,,,,,,,"Woodward County",,20081,17953,16632,308,522,115,8,20,348,2128,787,9,40,0,0,1109,183
"G4100010","2010","4","9","Oregon","41","Baker County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Baker County",,16134,15606,14944,52,170,78,9,7,346,528,320,5,11,0,0,157,35
"G4100030","2010","4","9","Oregon","41","Benton County","003",,,,,,,,,,,,,,"18700","99999","102",,,,,,,,,,,,,,"Benton County",,85579,80112,71552,715,493,4404,199,156,2593,5467,2954,44,134,25,14,1829,467
"G4100050","2010","4","9","Oregon","41","Clackamas County","005",,,,,,,,,,,,,,"38900","99999","999",,,,,,,,,,,,,,"Clackamas County",,375992,346854,317648,2761,2340,13575,815,438,9277,29138,13923,321,782,154,52,11318,2588
