GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017
"G0600870","2010","4","9","California","06","Santa Cruz County","087",,,,,,,,,,,,,,"42100","99999","488",,,,,,,,,,,,,,"Santa Cruz County",,262382,178290,156397,2304,978,10658,292,612,7049,84092,33811,462,1275,454,57,42764,5269
"G0600890","2010","4","9","California","06","Shasta County","089",,,,,,,,,,,,,,"39820","99999","999",,,,,,,,,,,,,,"Shasta County",,177223,162345,146044,1438,4162,4297,232,212,5960,14878,7682,110,788,94,39,4289,1876
"G0600910","2010","4","9","California","06","Sierra County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sierra County",,3240,2971,2855,5,41,12,2,1,55,269,167,1,3,0,0,74,24
"G0600930","2010","4","9","California","06","Siskiyou County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Siskiyou County",,44900,40285,35683,552,1549,528,69,64,1840,4615,2347,19,265,12,11,1427,534
"G0600950","2010","4","9","California","06","Solano County","095",,,,,,,,,,,,,,"46700","99999","488",,,,,,,,,,,,,,"Solano County",,413344,313988,168628,58743,1864,59027,3243,1463,21020,99356,42123,2007,1348,1446,321,41773,10338
"G0600970","2010","4","9","California","06","Sonoma County","097",,,,,,,,,,,,,,"42220","99999","488",,,,,,,,,,,,,,"Sonoma County",,483878,363448,320027,6769,3584,17777,1434,913,12944,120430,51385,841,2905,564,124,56053,8558
"G0600990","2010","4","9","California","06","Stanislaus County","099",,,,,,,,,,,,,,"33700","99999","999",,,,,,,,,,,,,,"Stanislaus County",,514453,298795,240423,13065,2870,24712,3016,842,13867,215658,96919,1656,3032,1378,385,98368,13920
"G0601010","2010","4","9","California","06","Sutter County","101",,,,,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,,,"Sutter County",,94737,67486,47782,1713,925,13442,256,190,3178,27251,9967,206,440,221,25,14273,2119
"G0601030","2010","4","9","California","06","Tehama County","103",,,,,,,,,,,,,,"39780","99999","999",,,,,,,,,,,,,,"Tehama County",,63463,49557,45603,349,1205,625,64,67,1644,13906,6118,57,439,31,12,6191,1058
"G0601050","2010","4","9","California","06","Trinity County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Trinity County",,13786,12827,11518,45,558,93,16,20,577,959,515,14,97,1,0,197,135
"G0601070","2010","4","9","California","06","Tulare County","107",,,,,,,,,,,,,,"47300","99999","999",,,,,,,,,,,,,,"Tulare County",,442179,174114,143935,5497,3323,14204,370,641,6144,268065,121683,1699,3670,972,139,127622,12280
"G0601090","2010","4","9","California","06","Tuolumne County","109",,,,,,,,,,,,,,"38020","99999","999",,,,,,,,,,,,,,"Tuolumne County",,55365,49447,45325,1114,830,530,62,230,1356,5918,2949,29,209,42,14,2008,667
"G0601110","2010","4","9","California","06","Ventura County","111",,,,,,,,,,,,,,"37100","99999","348",,,,,,,,,,,,,,"Ventura County",,823318,491751,400868,13082,2389,54099,1353,1371,18589,331567,164936,2081,5679,1347,290,138882,18352
"G0601130","2010","4","9","California","06","Yolo County","113",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Yolo County",,200849,139896,100240,4752,1098,25640,817,443,6906,60953,26643,456,1116,412,93,27439,4794
"G0601150","2010","4","9","California","06","Yuba County","115",,,,,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,,,"Yuba County",,72155,54104,42416,2122,1260,4710,270,102,3224,18051,6916,239,415,152,23,8443,1863
"G0800010","2010","4","8","Colorado","08","Adams County","001",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Adams County",,441603,273725,234970,12207,2478,15431,476,677,7486,167878,88825,1332,3438,500,115,63650,10018
"G0800030","2010","4","8","Colorado","08","Alamosa County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alamosa County",,15445,8335,7667,138,134,130,6,33,227,7110,3882,34,299,18,13,2416,448
"G0800050","2010","4","8","Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Arapahoe County",,572003,466481,361747,55657,2386,28595,1036,1002,16058,105522,54163,2450,1977,482,104,38047,8299
"G0800070","2010","4","8","Colorado","08","Archuleta County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Archuleta County",,12084,9936,9446,33,166,79,4,21,187,2148,990,4,61,10,2,927,154
"G0800090","2010","4","8","Colorado","08","Baca County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Baca County",,3788,3440,3323,20,39,6,0,6,46,348,183,4,12,0,0,136,13
"G0800110","2010","4","8","Colorado","08","Bent County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bent County",,6499,4514,3832,491,91,56,4,4,36,1985,1317,5,65,6,0,502,90
"G0800130","2010","4","8","Colorado","08","Boulder County","013",,,,,,,,,,,,,,"14500","99999","216",,,,,,,,,,,,,,"Boulder County",,294567,255291,233741,2265,1061,11996,153,478,5597,39276,23148,267,771,137,20,12649,2284
"G0800140","2010","4","8","Colorado","08","Broomfield County","014",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Broomfield County",,55889,49673,44358,530,244,3368,43,66,1064,6216,3741,57,92,39,0,1782,505
"G0800150","2010","4","8","Colorado","08","Chaffee County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chaffee County",,17809,16131,15417,267,143,104,8,12,180,1678,1181,8,49,2,1,333,104
"G0800170","2010","4","8","Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cheyenne County",,1836,1658,1617,7,11,10,1,0,12,178,94,0,2,1,0,75,6
"G0800190","2010","4","8","Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Clear Creek County",,9088,8659,8371,50,56,51,3,11,117,429,293,6,16,0,0,75,39
"G0800210","2010","4","8","Colorado","08","Conejos County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Conejos County",,8256,3636,3451,12,47,18,4,24,80,4620,2842,15,135,5,0,1366,257
"G0800230","2010","4","8","Colorado","08","Costilla County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Costilla County",,3524,1197,1086,6,29,34,0,12,30,2327,1311,18,75,0,9,791,123
"G0800250","2010","4","8","Colorado","08","Crowley County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crowley County",,5823,4137,3369,555,91,59,0,4,59,1686,1140,4,48,0,0,452,42
"G0800270","2010","4","8","Colorado","08","Custer County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Custer County",,4255,4055,3914,41,23,16,0,5,56,200,141,3,7,0,0,34,15
"G0800290","2010","4","8","Colorado","08","Delta County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Delta County",,30952,26607,25685,137,190,146,12,41,396,4345,2076,23,105,14,3,1821,303
"G0800310","2010","4","8","Colorado","08","Denver County","031",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Denver County",,600158,409193,313012,58388,3525,19925,495,1208,12640,190965,100684,3047,4712,508,112,69983,11919
"G0800330","2010","4","8","Colorado","08","Dolores County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dolores County",,2064,1982,1877,3,55,2,2,0,43,82,43,1,5,0,0,26,7
"G0800350","2010","4","8","Colorado","08","Douglas County","035",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Douglas County",,285465,264073,243297,3245,803,10563,175,387,5603,21392,14301,231,380,153,17,4507,1803
"G0800370","2010","4","8","Colorado","08","Eagle County","037",,,,,,,,,,,,,,"20780","99999","999",,,,,,,,,,,,,,"Eagle County",,52197,36508,35105,243,134,517,15,86,408,15689,8297,116,209,11,0,6357,699
"G0800390","2010","4","8","Colorado","08","Elbert County","039",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Elbert County",,23086,21852,21005,159,126,165,22,17,358,1234,856,5,26,8,3,255,81
"G0800410","2010","4","8","Colorado","08","El Paso County","041",,,,,,,,,,,,,,"17820","99999","999",,,,,,,,,,,,,,"El Paso County",,622263,528598,447947,35792,3693,16492,1911,1147,21616,93665,48311,2700,2254,563,274,29392,10171
"G0800430","2010","4","8","Colorado","08","Fremont County","043",,,,,,,,,,,,,,"15860","99999","999",,,,,,,,,,,,,,"Fremont County",,46824,41054,37647,1805,686,274,16,19,607,5770,4578,38,124,8,6,742,274
"G0800450","2010","4","8","Colorado","08","Garfield County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Garfield County",,56389,40411,38784,236,297,342,31,93,628,15978,7583,149,342,28,15,7029,832
"G0800470","2010","4","8","Colorado","08","Gilpin County","047",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Gilpin County",,5441,5174,4947,28,34,75,9,3,78,267,210,0,7,2,1,28,19
"G0800490","2010","4","8","Colorado","08","Grand County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grand County",,14843,13727,13313,51,52,121,7,10,173,1116,564,6,21,4,1,452,68
"G0800510","2010","4","8","Colorado","08","Gunnison County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gunnison County",,15324,14069,13658,45,61,94,4,13,194,1255,494,3,147,6,0,497,108
"G0800530","2010","4","8","Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hinsdale County",,843,819,786,3,7,3,0,6,14,24,16,0,2,0,0,5,1
"G0800550","2010","4","8","Colorado","08","Huerfano County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Huerfano County",,6711,4343,4151,22,54,19,10,8,79,2368,1409,13,160,6,3,596,181
"G0800570","2010","4","8","Colorado","08","Jackson County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,1394,1244,1219,0,13,1,0,0,11,150,71,0,4,0,0,70,5
"G0800590","2010","4","8","Colorado","08","Jefferson County","059",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Jefferson County",,534543,458098,427160,5001,2638,13682,390,715,8512,76445,45534,666,2079,355,67,21710,6034
"G0800610","2010","4","8","Colorado","08","Kiowa County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kiowa County",,1398,1320,1304,3,3,0,0,0,10,78,42,1,4,0,0,20,11
"G0800630","2010","4","8","Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kit Carson County",,8270,6696,6320,217,48,34,6,3,68,1574,996,8,11,2,1,511,45
"G0800650","2010","4","8","Colorado","08","Lake County","065",,,,,,,,,,,,,,"20780","99999","999",,,,,,,,,,,,,,"Lake County",,7310,4452,4252,22,46,28,4,18,82,2858,1646,5,51,5,0,970,181
"G0800670","2010","4","8","Colorado","08","La Plata County","067",,,,,,,,,,,,,,"20420","99999","999",,,,,,,,,,,,,,"La Plata County",,51334,45278,41245,176,2554,266,30,58,949,6056,3301,28,433,20,1,1622,651
"G0800690","2010","4","8","Colorado","08","Larimer County","069",,,,,,,,,,,,,,"22660","99999","999",,,,,,,,,,,,,,"Larimer County",,299630,268002,253047,2259,1277,5675,192,347,5205,31628,18220,241,929,125,32,9381,2700
"G0800710","2010","4","8","Colorado","08","Las Animas County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Las Animas County",,15507,9061,8399,195,170,98,4,12,183,6446,4568,23,205,12,3,1287,348
"G0800730","2010","4","8","Colorado","08","Lincoln County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lincoln County",,5467,4784,4345,280,38,39,2,3,77,683,523,10,13,4,0,106,27
"G0800750","2010","4","8","Colorado","08","Logan County","075",,,,,,,,,,,,,,"44540","99999","999",,,,,,,,,,,,,,"Logan County",,22709,19158,17754,881,177,117,13,15,201,3551,2459,19,86,10,2,830,145
"G0800770","2010","4","8","Colorado","08","Mesa County","077",,,,,,,,,,,,,,"24300","99999","999",,,,,,,,,,,,,,"Mesa County",,146723,127171,121944,776,896,1059,150,133,2213,19552,9237,159,658,62,11,7745,1680
"G0800790","2010","4","8","Colorado","08","Mineral County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mineral County",,712,691,678,2,4,1,0,0,6,21,15,0,0,0,0,2,4
"G0800810","2010","4","8","Colorado","08","Moffat County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Moffat County",,13795,11810,11412,32,98,76,7,11,174,1985,1010,10,24,1,0,808,132
"G0800830","2010","4","8","Colorado","08","Montezuma County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montezuma County",,25535,22717,19168,47,2923,118,12,20,429,2818,1536,11,205,3,1,816,246
"G0800850","2010","4","8","Colorado","08","Montrose County","085",,,,,,,,,,,,,,"33940","99999","999",,,,,,,,,,,,,,"Montrose County",,41276,33149,31989,118,204,236,24,59,519,8127,3815,44,242,19,1,3525,481
"G0800870","2010","4","8","Colorado","08","Morgan County","087",,,,,,,,,,,,,,"22820","99999","999",,,,,,,,,,,,,,"Morgan County",,28159,18653,17370,755,102,135,10,35,246,9506,4990,53,135,5,20,3885,418
"G0800890","2010","4","8","Colorado","08","Otero County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Otero County",,18831,11235,10639,93,111,135,7,24,226,7596,4149,50,227,8,4,2666,492
"G0800910","2010","4","8","Colorado","08","Ouray County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ouray County",,4436,4240,4143,6,14,25,5,3,44,196,134,1,3,0,0,42,16
"G0800930","2010","4","8","Colorado","08","Park County","093",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Park County",,16206,15423,14842,69,117,99,2,14,280,783,510,0,35,4,0,131,103
"G0800950","2010","4","8","Colorado","08","Phillips County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Phillips County",,4442,3612,3526,14,13,26,4,4,25,830,435,4,7,0,1,348,35
"G0800970","2010","4","8","Colorado","08","Pitkin County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pitkin County",,17148,15587,15067,82,25,204,10,15,184,1561,961,11,20,3,2,507,57
"G0800990","2010","4","8","Colorado","08","Prowers County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prowers County",,12551,8134,7873,54,65,38,2,11,91,4417,2292,10,47,0,0,1837,231
"G0801010","2010","4","8","Colorado","08","Pueblo County","101",,,,,,,,,,,,,,"39380","99999","999",,,,,,,,,,,,,,"Pueblo County",,159063,93252,86054,2646,985,1123,111,264,2069,65811,40175,576,2070,135,49,19021,3785
"G0801030","2010","4","8","Colorado","08","Rio Blanco County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rio Blanco County",,6666,6001,5756,49,44,22,11,5,114,665,367,1,15,0,0,244,38
"G0801050","2010","4","8","Colorado","08","Rio Grande County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rio Grande County",,11982,6896,6600,25,104,40,2,16,109,5086,2779,18,116,2,0,1892,279
"G0801070","2010","4","8","Colorado","08","Routt County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Routt County",,23509,21909,21310,91,68,145,16,15,264,1600,969,8,41,5,1,473,103
"G0801090","2010","4","8","Colorado","08","Saguache County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Saguache County",,6108,3656,3446,11,68,47,1,2,81,2452,1578,3,46,0,0,734,91
"G0801110","2010","4","8","Colorado","08","San Juan County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"San Juan County",,699,615,595,0,1,7,0,2,10,84,52,0,1,1,0,24,6
"G0801130","2010","4","8","Colorado","08","San Miguel County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"San Miguel County",,7359,6729,6514,19,33,52,4,8,99,630,323,10,24,1,0,241,31
"G0801150","2010","4","8","Colorado","08","Sedgwick County","115",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sedgwick County",,2379,2090,2036,7,8,17,0,1,21,289,158,1,2,0,0,110,18
"G0801170","2010","4","8","Colorado","08","Summit County","117",,,,,,,,,,,,,,"43540","99999","999",,,,,,,,,,,,,,"Summit County",,27994,24005,23158,208,55,269,13,31,271,3989,1945,22,32,9,6,1811,164
"G0801190","2010","4","8","Colorado","08","Teller County","119",,,,,,,,,,,,,,"17820","99999","999",,,,,,,,,,,,,,"Teller County",,23350,22056,21148,104,167,155,20,15,447,1294,860,6,45,10,1,241,131
"G0801210","2010","4","8","Colorado","08","Washington County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washington County",,4814,4407,4306,30,7,11,1,2,50,407,282,0,0,0,2,100,23
"G0801230","2010","4","8","Colorado","08","Weld County","123",,,,,,,,,,,,,,"24540","99999","216",,,,,,,,,,,,,,"Weld County",,252825,181145,170827,2054,1419,2873,158,359,3455,71680,38767,419,1398,149,58,26912,3977
"G0801250","2010","4","8","Colorado","08","Yuma County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yuma County",,10043,7955,7824,16,33,20,3,9,50,2088,1037,2,17,3,0,971,58
"G0900010","2010","1","1","Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,"14860","99999","408",,,,,,,,,,,,,,"Fairfield County",,916829,761804,606716,92705,967,41801,256,5695,13664,155025,79184,6612,1417,483,186,56779,10364
"G0900030","2010","1","1","Connecticut","09","Hartford County","003",,,,,,,,,,,,,,"25540","99999","278",,,,,,,,,,,,,,"Hartford County",,894014,757231,591283,110005,1272,37581,186,2288,14616,136783,55954,9186,1115,377,103,60770,9278
"G0900050","2010","1","1","Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,"45860","99999","408",,,,,,,,,,,,,,"Litchfield County",,189927,181392,173403,2206,284,2877,41,239,2342,8535,4865,352,120,31,4,2469,694
"G0900070","2010","1","1","Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,"25540","99999","278",,,,,,,,,,,,,,"Middlesex County",,165676,157842,143144,7256,210,4207,53,290,2682,7834,4679,471,43,40,5,1864,732
"G0900090","2010","1","1","Connecticut","09","New Haven County","009",,,,,,,,,,,,,,"35300","99999","408",,,,,,,,,,,,,,"New Haven County",,862477,732734,582384,101763,1421,29933,196,2764,14273,129743,62360,8087,1076,330,138,49217,8535
"G0900110","2010","1","1","Connecticut","09","New London County","011",,,,,,,,,,,,,,"35980","99999","999",,,,,,,,,,,,,,"New London County",,274055,250841,214605,14488,2077,11248,159,586,7678,23214,10608,1537,428,135,21,8136,2349
"G0900130","2010","1","1","Connecticut","09","Tolland County","013",,,,,,,,,,,,,,"25540","99999","278",,,,,,,,,,,,,,"Tolland County",,152691,146089,133589,4701,218,5084,29,202,2266,6602,3536,310,46,50,7,2165,488
"G0900150","2010","1","1","Connecticut","09","Windham County","015",,,,,,,,,,,,,,"48740","99999","278",,,,,,,,,,,,,,"Windham County",,118428,107077,101138,1995,436,1360,38,126,1984,11351,4962,622,126,28,6,4876,731
"G1000010","2010","3","5","Delaware","10","Kent County","001",,,,,,,,,,,,,,"20100","99999","999",,,,,,,,,,,,,,"Kent County",,162310,152964,105891,37812,916,3266,74,347,4658,9346,4108,1101,127,40,17,2888,1065
"G1000030","2010","3","5","Delaware","10","New Castle County","003",,,,,,,,,,,,,,"37980","48864","428",,,,,,,,,,,,,,"New Castle County",,538479,491558,331836,124426,984,23132,102,873,10205,46921,21119,3360,590,168,57,18242,3385
"G1000050","2010","3","5","Delaware","10","Sussex County","005",,,,,,,,,,,,,,"42580","99999","999",,,,,,,,,,,,,,"Sussex County",,197145,180191,149025,24544,924,1910,62,305,3421,16954,6638,571,640,33,88,7864,1120
"G1100010","2010","3","5","District Of Columbia","11","District Of Columbia","001",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"District of Columbia",,601723,546974,209464,301053,1322,20818,216,1451,12650,54749,22007,4072,757,238,86,22923,4666
"G1200010","2010","3","5","Florida","12","Alachua County","001",,,,,,,,,,,,,,"23540","99999","999",,,,,,,,,,,,,,"Alachua County",,247336,226584,157466,49420,603,13098,122,703,5172,20752,14690,862,169,137,12,3508,1374
"G1200030","2010","3","5","Florida","12","Baker County","003",,,,,,,,,,,,,,"27260","99999","999",,,,,,,,,,,,,,"Baker County",,27115,26595,22353,3651,72,129,5,13,372,520,333,29,4,3,0,98,53
"G1200050","2010","3","5","Florida","12","Bay County","005",,,,,,,,,,,,,,"37460","99999","999",,,,,,,,,,,,,,"Bay County",,168852,160745,133790,17844,1033,3298,140,223,4417,8107,4941,336,120,55,21,1816,818
"G1200070","2010","3","5","Florida","12","Bradford County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bradford County",,28520,27500,21066,5777,85,149,11,26,386,1020,735,46,6,2,2,163,66
"G1200090","2010","3","5","Florida","12","Brevard County","009",,,,,,,,,,,,,,"37340","99999","999",,,,,,,,,,,,,,"Brevard County",,543376,499433,421466,52677,1709,11098,385,1075,11023,43943,29461,2122,409,251,129,8224,3347
"G1200110","2010","3","5","Florida","12","Broward County","011",,,,,,,,,,,,,,"33100","22744","999",,,,,,,,,,,,,,"Broward County",,1748066,1309819,760817,449677,3394,55692,762,9152,30325,438247,341414,17842,1671,1103,149,55542,20526
"G1200130","2010","3","5","Florida","12","Calhoun County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calhoun County",,14625,13870,11357,1991,144,71,8,6,293,755,461,20,21,4,4,192,53
"G1200150","2010","3","5","Florida","12","Charlotte County","015",,,,,,,,,,,,,,"39460","99999","494",,,,,,,,,,,,,,"Charlotte County",,159978,150765,137628,8622,348,1884,49,184,2050,9213,6431,467,69,28,10,1583,625
"G1200170","2010","3","5","Florida","12","Citrus County","017",,,,,,,,,,,,,,"26140","99999","999",,,,,,,,,,,,,,"Citrus County",,141236,134652,126549,3767,418,1979,33,129,1777,6584,4801,220,64,17,5,977,500
"G1200190","2010","3","5","Florida","12","Clay County","019",,,,,,,,,,,,,,"27260","99999","999",,,,,,,,,,,,,,"Clay County",,190865,176256,147257,18085,734,5429,179,306,4266,14609,8830,746,137,160,35,3339,1362
"G1200210","2010","3","5","Florida","12","Collier County","021",,,,,,,,,,,,,,"34940","99999","999",,,,,,,,,,,,,,"Collier County",,321520,238343,211156,19898,609,3390,72,431,2787,83177,58440,1189,514,117,53,19489,3375
"G1200230","2010","3","5","Florida","12","Columbia County","023",,,,,,,,,,,,,,"29380","99999","999",,,,,,,,,,,,,,"Columbia County",,67531,64255,50475,11663,316,611,36,94,1060,3276,2136,155,30,11,6,693,245
"G1200270","2010","3","5","Florida","12","DeSoto County","027",,,,,,,,,,,,,,"11580","99999","999",,,,,,,,,,,,,,"DeSoto County",,34862,24437,19549,4338,62,169,4,29,286,10425,3545,93,75,9,7,6149,547
"G1200290","2010","3","5","Florida","12","Dixie County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dixie County",,16422,15910,14220,1364,63,48,2,4,209,512,364,22,6,0,0,83,37
"G1200310","2010","3","5","Florida","12","Duval County","031",,,,,,,,,,,,,,"27260","99999","999",,,,,,,,,,,,,,"Duval County",,864263,798865,488826,250063,2816,35381,688,2006,19085,65398,37218,4955,597,520,106,16421,5581
"G1200330","2010","3","5","Florida","12","Escambia County","033",,,,,,,,,,,,,,"37860","99999","999",,,,,,,,,,,,,,"Escambia County",,297619,283558,196901,67443,2384,8015,400,472,7943,14061,8092,839,239,159,30,3268,1434
"G1200350","2010","3","5","Florida","12","Flagler County","035",,,,,,,,,,,,,,"37380","99999","422",,,,,,,,,,,,,,"Flagler County",,95696,87445,72860,10470,223,2020,47,290,1535,8251,5850,414,44,26,12,1254,651
"G1200370","2010","3","5","Florida","12","Franklin County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin County",,11549,11020,9188,1574,52,26,2,3,175,529,352,15,6,0,5,130,21
"G1200390","2010","3","5","Florida","12","Gadsden County","039",,,,,,,,,,,,,,"45220","99999","999",,,,,,,,,,,,,,"Gadsden County",,46389,41970,15335,25881,93,221,7,39,394,4419,1311,115,44,6,12,2718,213
"G1200410","2010","3","5","Florida","12","Gilchrist County","041",,,,,,,,,,,,,,"23540","99999","999",,,,,,,,,,,,,,"Gilchrist County",,16939,16094,14882,884,63,59,1,12,193,845,514,13,21,1,11,230,55
"G1200430","2010","3","5","Florida","12","Glades County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Glades County",,12884,10164,7947,1538,518,46,2,10,103,2720,1206,50,71,5,0,1270,118
"G1200450","2010","3","5","Florida","12","Gulf County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gulf County",,15863,15185,11881,2937,59,41,3,8,256,678,503,25,4,5,1,111,29
"G1200470","2010","3","5","Florida","12","Hamilton County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hamilton County",,14799,13493,8124,5038,70,73,0,13,175,1306,727,64,23,3,0,407,82
"G1200490","2010","3","5","Florida","12","Hardee County","049",,,,,,,,,,,,,,"48100","99999","999",,,,,,,,,,,,,,"Hardee County",,27731,15836,13315,1877,91,294,8,6,245,11895,6698,59,81,4,4,4748,301
"G1200510","2010","3","5","Florida","12","Hendry County","051",,,,,,,,,,,,,,"17500","99999","999",,,,,,,,,,,,,,"Hendry County",,39140,19897,13650,5057,580,275,11,49,275,19243,9786,204,92,4,13,8372,772
"G1200530","2010","3","5","Florida","12","Hernando County","053",,,,,,,,,,,,,,"45300","99999","999",,,,,,,,,,,,,,"Hernando County",,172778,154982,141847,8165,483,1815,62,244,2366,17796,12751,651,130,44,12,3074,1134
"G1200550","2010","3","5","Florida","12","Highlands County","055",,,,,,,,,,,,,,"42700","99999","999",,,,,,,,,,,,,,"Highlands County",,98786,81629,69804,8750,375,1402,37,100,1161,17157,10168,513,96,37,8,5301,1034
"G1200570","2010","3","5","Florida","12","Hillsborough County","057",,,,,,,,,,,,,,"45300","99999","999",,,,,,,,,,,,,,"Hillsborough County",,1229226,922591,660565,191260,2948,41328,703,2992,22795,306635,215572,13813,1831,748,222,58562,15887
"G1200590","2010","3","5","Florida","12","Holmes County","059",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Holmes County",,19927,19483,17722,1140,143,83,27,6,362,444,321,7,17,4,0,68,27
"G1200610","2010","3","5","Florida","12","Indian River County","061",,,,,,,,,,,,,,"42680","99999","442",,,,,,,,,,,,,,"Indian River County",,138028,122563,106780,12074,277,1646,49,189,1548,15465,9566,323,131,20,2,4720,703
